Dataset Name,Image Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Cell Line],Term Source 2 REF,Term Source 2 Accession,Characteristics [Cell Type],Comment [Cell Line],Treatment Protocol,Image Acquisition Protocol,Experimental Condition [Reporter],Experimental Condition [Treatment],Experimental Condition [His8-pLAT],Experimental Condition [His10- Ezrin (ABD)],Experimental Condition [Grb2],Experimental Condition [Sos1],Experimental Condition [pSLP-76],Experimental Condition [Nck],Experimental Condition [N-WASP],Experimental Condition [WASP],Experimental Condition [Actin],Experimental Condition [Myosin II],Experimental Condition [KCl],Experimental Condition [ATP],Assay Name,Image File,Comment [Image File Comments],Comment [Image File Type],Channels
"Steady state phase separation of LAT, Grb2, Sos1, pSLP-76, Nck, and WIP-N-WASP with actomyosin",Steady State No Actin/pLAT ... WIPNWASP Actomyosin 5,,,,,,,,,,"Images were captured every 15 seconds for 25 minutes, 101 images per time-lapse",pLAT-AlexaFluor488; Actin-Rhodamine,"pLAT was labeled with AlexaFluor 488. Actin was labeled with Rhodamine. Myosin, Grb2, Sos1, pSLP-76, Nck, and WIP-N-WASP were unlabeled. Rhodamine-F-Actin was attached to the membrane by binding membrane-bound His-Ezrin ABD. Grb2, Sos1, pSLP-76, Nck, and WIP-N-WASP were added to membranes coated with His8-pLAT to induce phase separation.",20 nM (sol'n); 500 molecules/μm2,5 nM (sol'n); ~100 molecules/μm2,125 nM,62.5 nM,62.5 nM,125 nM,125 nM,0 nM,250 nM,100 nM,75 mM,1 mM,"Steady state phase separation of LAT, Grb2, Sos1, pSLP-76, Nck, and WIP-N-WASP with actomyosin",Steady State No Actin/pLAT ... WIPNWASP Actomyosin 5,Each time-lapse is a single experiment. 15 repeats of this experiment are in this dataset.,raw,"Two Channel, pLAT is labeled with AlexaFluor488 (green), Actin is labeled with Rhodamine (magenta)"
"Steady state phase separation of LAT, Grb2, Sos1, pSLP-76, Nck, and WIP-N-WASP with actomyosin",Steady State No Actin/pLAT ... WIPNWASP Actomyosin 6,,,,,,,,,,"Images were captured every 15 seconds for 25 minutes, 101 images per time-lapse",pLAT-AlexaFluor488; Actin-Rhodamine,"pLAT was labeled with AlexaFluor 488. Actin was labeled with Rhodamine. Myosin, Grb2, Sos1, pSLP-76, Nck, and WIP-N-WASP were unlabeled. Rhodamine-F-Actin was attached to the membrane by binding membrane-bound His-Ezrin ABD. Grb2, Sos1, pSLP-76, Nck, and WIP-N-WASP were added to membranes coated with His8-pLAT to induce phase separation.",20 nM (sol'n); 500 molecules/μm2,5 nM (sol'n); ~100 molecules/μm2,125 nM,62.5 nM,62.5 nM,125 nM,125 nM,0 nM,250 nM,100 nM,75 mM,1 mM,"Steady state phase separation of LAT, Grb2, Sos1, pSLP-76, Nck, and WIP-N-WASP with actomyosin",Steady State No Actin/pLAT ... WIPNWASP Actomyosin 6,Each time-lapse is a single experiment. 15 repeats of this experiment are in this dataset.,raw,"Two Channel, pLAT is labeled with AlexaFluor488 (green), Actin is labeled with Rhodamine (magenta)"
"Steady state phase separation of LAT, Grb2, Sos1, pSLP-76, Nck, and WIP-N-WASP with actomyosin",Steady State No Actin/pLAT ... WIPNWASP Actomyosin 7,,,,,,,,,,"Images were captured every 15 seconds for 25 minutes, 101 images per time-lapse",pLAT-AlexaFluor488; Actin-Rhodamine,"pLAT was labeled with AlexaFluor 488. Actin was labeled with Rhodamine. Myosin, Grb2, Sos1, pSLP-76, Nck, and WIP-N-WASP were unlabeled. Rhodamine-F-Actin was attached to the membrane by binding membrane-bound His-Ezrin ABD. Grb2, Sos1, pSLP-76, Nck, and WIP-N-WASP were added to membranes coated with His8-pLAT to induce phase separation.",20 nM (sol'n); 500 molecules/μm2,5 nM (sol'n); ~100 molecules/μm2,125 nM,62.5 nM,62.5 nM,125 nM,125 nM,0 nM,250 nM,100 nM,75 mM,1 mM,"Steady state phase separation of LAT, Grb2, Sos1, pSLP-76, Nck, and WIP-N-WASP with actomyosin",Steady State No Actin/pLAT ... WIPNWASP Actomyosin 7,Each time-lapse is a single experiment. 15 repeats of this experiment are in this dataset.,raw,"Two Channel, pLAT is labeled with AlexaFluor488 (green), Actin is labeled with Rhodamine (magenta)"
"Steady state phase separation of LAT, Grb2, Sos1, pSLP-76, Nck, and WIP-N-WASP with actomyosin",Steady State No Actin/pLAT ... WIPNWASP Actomyosin 8,,,,,,,,,,"Images were captured every 15 seconds for 25 minutes, 101 images per time-lapse",pLAT-AlexaFluor488; Actin-Rhodamine,"pLAT was labeled with AlexaFluor 488. Actin was labeled with Rhodamine. Myosin, Grb2, Sos1, pSLP-76, Nck, and WIP-N-WASP were unlabeled. Rhodamine-F-Actin was attached to the membrane by binding membrane-bound His-Ezrin ABD. Grb2, Sos1, pSLP-76, Nck, and WIP-N-WASP were added to membranes coated with His8-pLAT to induce phase separation.",20 nM (sol'n); 500 molecules/μm2,5 nM (sol'n); ~100 molecules/μm2,125 nM,62.5 nM,62.5 nM,125 nM,125 nM,0 nM,250 nM,100 nM,75 mM,1 mM,"Steady state phase separation of LAT, Grb2, Sos1, pSLP-76, Nck, and WIP-N-WASP with actomyosin",Steady State No Actin/pLAT ... WIPNWASP Actomyosin 8,Each time-lapse is a single experiment. 15 repeats of this experiment are in this dataset.,raw,"Two Channel, pLAT is labeled with AlexaFluor488 (green), Actin is labeled with Rhodamine (magenta)"
"Steady state phase separation of LAT, Grb2, Sos1, pSLP-76, Nck, and WIP-N-WASP with actomyosin",Steady State No Actin/pLAT ... WIPNWASP Actomyosin 9,,,,,,,,,,"Images were captured every 15 seconds for 25 minutes, 101 images per time-lapse",pLAT-AlexaFluor488; Actin-Rhodamine,"pLAT was labeled with AlexaFluor 488. Actin was labeled with Rhodamine. Myosin, Grb2, Sos1, pSLP-76, Nck, and WIP-N-WASP were unlabeled. Rhodamine-F-Actin was attached to the membrane by binding membrane-bound His-Ezrin ABD. Grb2, Sos1, pSLP-76, Nck, and WIP-N-WASP were added to membranes coated with His8-pLAT to induce phase separation.",20 nM (sol'n); 500 molecules/μm2,5 nM (sol'n); ~100 molecules/μm2,125 nM,62.5 nM,62.5 nM,125 nM,125 nM,0 nM,250 nM,100 nM,75 mM,1 mM,"Steady state phase separation of LAT, Grb2, Sos1, pSLP-76, Nck, and WIP-N-WASP with actomyosin",Steady State No Actin/pLAT ... WIPNWASP Actomyosin 9,Each time-lapse is a single experiment. 15 repeats of this experiment are in this dataset.,raw,"Two Channel, pLAT is labeled with AlexaFluor488 (green), Actin is labeled with Rhodamine (magenta)"
"Steady state phase separation of LAT, Grb2, Sos1, pSLP-76, Nck, and WIP-N-WASP with actomyosin",Steady State No Actin/pLAT ... WIPNWASP Actomyosin 10,,,,,,,,,,"Images were captured every 15 seconds for 25 minutes, 101 images per time-lapse",pLAT-AlexaFluor488; Actin-Rhodamine,"pLAT was labeled with AlexaFluor 488. Actin was labeled with Rhodamine. Myosin, Grb2, Sos1, pSLP-76, Nck, and WIP-N-WASP were unlabeled. Rhodamine-F-Actin was attached to the membrane by binding membrane-bound His-Ezrin ABD. Grb2, Sos1, pSLP-76, Nck, and WIP-N-WASP were added to membranes coated with His8-pLAT to induce phase separation.",20 nM (sol'n); 500 molecules/μm2,5 nM (sol'n); ~100 molecules/μm2,125 nM,62.5 nM,62.5 nM,125 nM,125 nM,0 nM,250 nM,100 nM,75 mM,1 mM,"Steady state phase separation of LAT, Grb2, Sos1, pSLP-76, Nck, and WIP-N-WASP with actomyosin",Steady State No Actin/pLAT ... WIPNWASP Actomyosin 10,Each time-lapse is a single experiment. 15 repeats of this experiment are in this dataset.,raw,"Two Channel, pLAT is labeled with AlexaFluor488 (green), Actin is labeled with Rhodamine (magenta)"
"Steady state phase separation of LAT, Grb2, Sos1, pSLP-76, Nck, and WIP-N-WASP with actomyosin",Steady State No Actin/pLAT ... WIPNWASP Actomyosin 11,,,,,,,,,,"Images were captured every 15 seconds for 25 minutes, 101 images per time-lapse",pLAT-AlexaFluor488; Actin-Rhodamine,"pLAT was labeled with AlexaFluor 488. Actin was labeled with Rhodamine. Myosin, Grb2, Sos1, pSLP-76, Nck, and WIP-N-WASP were unlabeled. Rhodamine-F-Actin was attached to the membrane by binding membrane-bound His-Ezrin ABD. Grb2, Sos1, pSLP-76, Nck, and WIP-N-WASP were added to membranes coated with His8-pLAT to induce phase separation.",20 nM (sol'n); 500 molecules/μm2,5 nM (sol'n); ~100 molecules/μm2,125 nM,62.5 nM,62.5 nM,125 nM,125 nM,0 nM,250 nM,100 nM,75 mM,1 mM,"Steady state phase separation of LAT, Grb2, Sos1, pSLP-76, Nck, and WIP-N-WASP with actomyosin",Steady State No Actin/pLAT ... WIPNWASP Actomyosin 11,Each time-lapse is a single experiment. 15 repeats of this experiment are in this dataset.,raw,"Two Channel, pLAT is labeled with AlexaFluor488 (green), Actin is labeled with Rhodamine (magenta)"
"Steady state phase separation of LAT, Grb2, Sos1, pSLP-76, Nck, and WIP-N-WASP with actomyosin",Steady State No Actin/pLAT ... WIPNWASP Actomyosin 12,,,,,,,,,,"Images were captured every 15 seconds for 25 minutes, 101 images per time-lapse",pLAT-AlexaFluor488; Actin-Rhodamine,"pLAT was labeled with AlexaFluor 488. Actin was labeled with Rhodamine. Myosin, Grb2, Sos1, pSLP-76, Nck, and WIP-N-WASP were unlabeled. Rhodamine-F-Actin was attached to the membrane by binding membrane-bound His-Ezrin ABD. Grb2, Sos1, pSLP-76, Nck, and WIP-N-WASP were added to membranes coated with His8-pLAT to induce phase separation.",20 nM (sol'n); 500 molecules/μm2,5 nM (sol'n); ~100 molecules/μm2,125 nM,62.5 nM,62.5 nM,125 nM,125 nM,0 nM,250 nM,100 nM,75 mM,1 mM,"Steady state phase separation of LAT, Grb2, Sos1, pSLP-76, Nck, and WIP-N-WASP with actomyosin",Steady State No Actin/pLAT ... WIPNWASP Actomyosin 12,Each time-lapse is a single experiment. 15 repeats of this experiment are in this dataset.,raw,"Two Channel, pLAT is labeled with AlexaFluor488 (green), Actin is labeled with Rhodamine (magenta)"
"Steady state phase separation of LAT, Grb2, Sos1, pSLP-76, Nck, and WIP-N-WASP with actomyosin",Steady State No Actin/pLAT ... WIPNWASP Actomyosin 13,,,,,,,,,,"Images were captured every 15 seconds for 25 minutes, 101 images per time-lapse",pLAT-AlexaFluor488; Actin-Rhodamine,"pLAT was labeled with AlexaFluor 488. Actin was labeled with Rhodamine. Myosin, Grb2, Sos1, pSLP-76, Nck, and WIP-N-WASP were unlabeled. Rhodamine-F-Actin was attached to the membrane by binding membrane-bound His-Ezrin ABD. Grb2, Sos1, pSLP-76, Nck, and WIP-N-WASP were added to membranes coated with His8-pLAT to induce phase separation.",20 nM (sol'n); 500 molecules/μm2,5 nM (sol'n); ~100 molecules/μm2,125 nM,62.5 nM,62.5 nM,125 nM,125 nM,0 nM,250 nM,100 nM,75 mM,1 mM,"Steady state phase separation of LAT, Grb2, Sos1, pSLP-76, Nck, and WIP-N-WASP with actomyosin",Steady State No Actin/pLAT ... WIPNWASP Actomyosin 13,Each time-lapse is a single experiment. 15 repeats of this experiment are in this dataset.,raw,"Two Channel, pLAT is labeled with AlexaFluor488 (green), Actin is labeled with Rhodamine (magenta)"
"Steady state phase separation of LAT, Grb2, Sos1, pSLP-76, Nck, and WIP-N-WASP with actomyosin",Steady State No Actin/pLAT ... WIPNWASP Actomyosin 14,,,,,,,,,,"Images were captured every 15 seconds for 25 minutes, 101 images per time-lapse",pLAT-AlexaFluor488; Actin-Rhodamine,"pLAT was labeled with AlexaFluor 488. Actin was labeled with Rhodamine. Myosin, Grb2, Sos1, pSLP-76, Nck, and WIP-N-WASP were unlabeled. Rhodamine-F-Actin was attached to the membrane by binding membrane-bound His-Ezrin ABD. Grb2, Sos1, pSLP-76, Nck, and WIP-N-WASP were added to membranes coated with His8-pLAT to induce phase separation.",20 nM (sol'n); 500 molecules/μm2,5 nM (sol'n); ~100 molecules/μm2,125 nM,62.5 nM,62.5 nM,125 nM,125 nM,0 nM,250 nM,100 nM,75 mM,1 mM,"Steady state phase separation of LAT, Grb2, Sos1, pSLP-76, Nck, and WIP-N-WASP with actomyosin",Steady State No Actin/pLAT ... WIPNWASP Actomyosin 14,Each time-lapse is a single experiment. 15 repeats of this experiment are in this dataset.,raw,"Two Channel, pLAT is labeled with AlexaFluor488 (green), Actin is labeled with Rhodamine (magenta)"
"Steady state phase separation of LAT, Grb2, Sos1, pSLP-76, Nck, and WIP-N-WASP with actomyosin",Steady State No Actin/pLAT ... WIPNWASP Actomyosin 15,,,,,,,,,,"Images were captured every 15 seconds for 25 minutes, 101 images per time-lapse",pLAT-AlexaFluor488; Actin-Rhodamine,"pLAT was labeled with AlexaFluor 488. Actin was labeled with Rhodamine. Myosin, Grb2, Sos1, pSLP-76, Nck, and WIP-N-WASP were unlabeled. Rhodamine-F-Actin was attached to the membrane by binding membrane-bound His-Ezrin ABD. Grb2, Sos1, pSLP-76, Nck, and WIP-N-WASP were added to membranes coated with His8-pLAT to induce phase separation.",20 nM (sol'n); 500 molecules/μm2,5 nM (sol'n); ~100 molecules/μm2,125 nM,62.5 nM,62.5 nM,125 nM,125 nM,0 nM,250 nM,100 nM,75 mM,1 mM,"Steady state phase separation of LAT, Grb2, Sos1, pSLP-76, Nck, and WIP-N-WASP with actomyosin",Steady State No Actin/pLAT ... WIPNWASP Actomyosin 15,Each time-lapse is a single experiment. 15 repeats of this experiment are in this dataset.,raw,"Two Channel, pLAT is labeled with AlexaFluor488 (green), Actin is labeled with Rhodamine (magenta)"
"Steady state phase separation of LAT, Grb2, Sos1, pSLP-76, Nck, and WIP-WASP with actomyosin",Steady State No Actin/pLAT ... WIPWASP Actomyosin 1,,,,,,,,,,"Images were captured every 15 seconds for 20 minutes, 81 images per time-lapse",pLAT-AlexaFluor488; Actin-Rhodamine,"pLAT was labeled with AlexaFluor 488. Actin was labeled with Rhodamine. Myosin, Grb2, Sos1, pSLP-76, Nck, and WIP-WASP were unlabeled. Rhodamine-F-Actin was attached to the membrane by binding membrane-bound His-Ezrin ABD. Grb2, Sos1, pSLP-76, Nck, and WIP-WASP were added to membranes coated with His8-pLAT to induce phase separation.",20 nM (sol'n); 500 molecules/μm2,5 nM (sol'n); ~100 molecules/μm2,125 nM,62.5 nM,62.5 nM,125 nM,0 nM,125 nM,250 nM,100 nM,75 mM,1 mM,"Steady state phase separation of LAT, Grb2, Sos1, pSLP-76, Nck, and WIP-WASP with actomyosin",Steady State No Actin/pLAT ... WIPWASP Actomyosin 1,Each time-lapse is a single experiment. 15 repeats of this experiment are in this dataset.,raw,"Two Channel, pLAT is labeled with AlexaFluor488 (green), Actin is labeled with Rhodamine (magenta)"
"Steady state phase separation of LAT, Grb2, Sos1, pSLP-76, Nck, and WIP-WASP with actomyosin",Steady State No Actin/pLAT ... WIPWASP Actomyosin 2,,,,,,,,,,"Images were captured every 15 seconds for 20 minutes, 81 images per time-lapse",pLAT-AlexaFluor488; Actin-Rhodamine,"pLAT was labeled with AlexaFluor 488. Actin was labeled with Rhodamine. Myosin, Grb2, Sos1, pSLP-76, Nck, and WIP-WASP were unlabeled. Rhodamine-F-Actin was attached to the membrane by binding membrane-bound His-Ezrin ABD. Grb2, Sos1, pSLP-76, Nck, and WIP-WASP were added to membranes coated with His8-pLAT to induce phase separation.",20 nM (sol'n); 500 molecules/μm2,5 nM (sol'n); ~100 molecules/μm2,125 nM,62.5 nM,62.5 nM,125 nM,0 nM,125 nM,250 nM,100 nM,75 mM,1 mM,"Steady state phase separation of LAT, Grb2, Sos1, pSLP-76, Nck, and WIP-WASP with actomyosin",Steady State No Actin/pLAT ... WIPWASP Actomyosin 2,Each time-lapse is a single experiment. 15 repeats of this experiment are in this dataset.,raw,"Two Channel, pLAT is labeled with AlexaFluor488 (green), Actin is labeled with Rhodamine (magenta)"
"Steady state phase separation of LAT, Grb2, Sos1, pSLP-76, Nck, and WIP-WASP with actomyosin",Steady State No Actin/pLAT ... WIPWASP Actomyosin 3,,,,,,,,,,"Images were captured every 15 seconds for 20 minutes, 81 images per time-lapse",pLAT-AlexaFluor488; Actin-Rhodamine,"pLAT was labeled with AlexaFluor 488. Actin was labeled with Rhodamine. Myosin, Grb2, Sos1, pSLP-76, Nck, and WIP-WASP were unlabeled. Rhodamine-F-Actin was attached to the membrane by binding membrane-bound His-Ezrin ABD. Grb2, Sos1, pSLP-76, Nck, and WIP-WASP were added to membranes coated with His8-pLAT to induce phase separation.",20 nM (sol'n); 500 molecules/μm2,5 nM (sol'n); ~100 molecules/μm2,125 nM,62.5 nM,62.5 nM,125 nM,0 nM,125 nM,250 nM,100 nM,75 mM,1 mM,"Steady state phase separation of LAT, Grb2, Sos1, pSLP-76, Nck, and WIP-WASP with actomyosin",Steady State No Actin/pLAT ... WIPWASP Actomyosin 3,Each time-lapse is a single experiment. 15 repeats of this experiment are in this dataset.,raw,"Two Channel, pLAT is labeled with AlexaFluor488 (green), Actin is labeled with Rhodamine (magenta)"
"Steady state phase separation of LAT, Grb2, Sos1, pSLP-76, Nck, and WIP-WASP with actomyosin",Steady State No Actin/pLAT ... WIPWASP Actomyosin 4,,,,,,,,,,"Images were captured every 15 seconds for 20 minutes, 81 images per time-lapse",pLAT-AlexaFluor488; Actin-Rhodamine,"pLAT was labeled with AlexaFluor 488. Actin was labeled with Rhodamine. Myosin, Grb2, Sos1, pSLP-76, Nck, and WIP-WASP were unlabeled. Rhodamine-F-Actin was attached to the membrane by binding membrane-bound His-Ezrin ABD. Grb2, Sos1, pSLP-76, Nck, and WIP-WASP were added to membranes coated with His8-pLAT to induce phase separation.",20 nM (sol'n); 500 molecules/μm2,5 nM (sol'n); ~100 molecules/μm2,125 nM,62.5 nM,62.5 nM,125 nM,0 nM,125 nM,250 nM,100 nM,75 mM,1 mM,"Steady state phase separation of LAT, Grb2, Sos1, pSLP-76, Nck, and WIP-WASP with actomyosin",Steady State No Actin/pLAT ... WIPWASP Actomyosin 4,Each time-lapse is a single experiment. 15 repeats of this experiment are in this dataset.,raw,"Two Channel, pLAT is labeled with AlexaFluor488 (green), Actin is labeled with Rhodamine (magenta)"
"Steady state phase separation of LAT, Grb2, Sos1, pSLP-76, Nck, and WIP-WASP with actomyosin",Steady State No Actin/pLAT ... WIPWASP Actomyosin 5,,,,,,,,,,"Images were captured every 15 seconds for 20 minutes, 81 images per time-lapse",pLAT-AlexaFluor488; Actin-Rhodamine,"pLAT was labeled with AlexaFluor 488. Actin was labeled with Rhodamine. Myosin, Grb2, Sos1, pSLP-76, Nck, and WIP-WASP were unlabeled. Rhodamine-F-Actin was attached to the membrane by binding membrane-bound His-Ezrin ABD. Grb2, Sos1, pSLP-76, Nck, and WIP-WASP were added to membranes coated with His8-pLAT to induce phase separation.",20 nM (sol'n); 500 molecules/μm2,5 nM (sol'n); ~100 molecules/μm2,125 nM,62.5 nM,62.5 nM,125 nM,0 nM,125 nM,250 nM,100 nM,75 mM,1 mM,"Steady state phase separation of LAT, Grb2, Sos1, pSLP-76, Nck, and WIP-WASP with actomyosin",Steady State No Actin/pLAT ... WIPWASP Actomyosin 5,Each time-lapse is a single experiment. 15 repeats of this experiment are in this dataset.,raw,"Two Channel, pLAT is labeled with AlexaFluor488 (green), Actin is labeled with Rhodamine (magenta)"
"Steady state phase separation of LAT, Grb2, Sos1, pSLP-76, Nck, and WIP-WASP with actomyosin",Steady State No Actin/pLAT ... WIPWASP Actomyosin 6,,,,,,,,,,"Images were captured every 15 seconds for 20 minutes, 81 images per time-lapse",pLAT-AlexaFluor488; Actin-Rhodamine,"pLAT was labeled with AlexaFluor 488. Actin was labeled with Rhodamine. Myosin, Grb2, Sos1, pSLP-76, Nck, and WIP-WASP were unlabeled. Rhodamine-F-Actin was attached to the membrane by binding membrane-bound His-Ezrin ABD. Grb2, Sos1, pSLP-76, Nck, and WIP-WASP were added to membranes coated with His8-pLAT to induce phase separation.",20 nM (sol'n); 500 molecules/μm2,5 nM (sol'n); ~100 molecules/μm2,125 nM,62.5 nM,62.5 nM,125 nM,0 nM,125 nM,250 nM,100 nM,75 mM,1 mM,"Steady state phase separation of LAT, Grb2, Sos1, pSLP-76, Nck, and WIP-WASP with actomyosin",Steady State No Actin/pLAT ... WIPWASP Actomyosin 6,Each time-lapse is a single experiment. 15 repeats of this experiment are in this dataset.,raw,"Two Channel, pLAT is labeled with AlexaFluor488 (green), Actin is labeled with Rhodamine (magenta)"
"Steady state phase separation of LAT, Grb2, Sos1, pSLP-76, Nck, and WIP-WASP with actomyosin",Steady State No Actin/pLAT ... WIPWASP Actomyosin 7,,,,,,,,,,"Images were captured every 15 seconds for 20 minutes, 81 images per time-lapse",pLAT-AlexaFluor488; Actin-Rhodamine,"pLAT was labeled with AlexaFluor 488. Actin was labeled with Rhodamine. Myosin, Grb2, Sos1, pSLP-76, Nck, and WIP-WASP were unlabeled. Rhodamine-F-Actin was attached to the membrane by binding membrane-bound His-Ezrin ABD. Grb2, Sos1, pSLP-76, Nck, and WIP-WASP were added to membranes coated with His8-pLAT to induce phase separation.",20 nM (sol'n); 500 molecules/μm2,5 nM (sol'n); ~100 molecules/μm2,125 nM,62.5 nM,62.5 nM,125 nM,0 nM,125 nM,250 nM,100 nM,75 mM,1 mM,"Steady state phase separation of LAT, Grb2, Sos1, pSLP-76, Nck, and WIP-WASP with actomyosin",Steady State No Actin/pLAT ... WIPWASP Actomyosin 7,Each time-lapse is a single experiment. 15 repeats of this experiment are in this dataset.,raw,"Two Channel, pLAT is labeled with AlexaFluor488 (green), Actin is labeled with Rhodamine (magenta)"
